cat|length
271|336.866713771075
272|1396.17218084691
273|1733.40657067555
274|95.6353544752639
275|213.220412491023
276|338.122038353512
277|532.423368936495
278|859.830541753474
279|410.552364705855
280|846.085054584594
281|364.877660575569
282|538.852288258234
283|323.488902659757
284|1546.05413188175
285|952.802950654446
286|248.547927142874
287|208.934466276323
288|2543.27646208422
289|191.270708950545
290|304.569820751703
291|878.749623661713
292|388.970337223604
293|95.6353544753703
294|1334.97669249774
295|451.42115015429
296|863.228839443191
297|284.763090318875
298|1822.98068188676
299|937.802138902937
300|1412.94828964706
301|661.243264956297
302|939.94511201009
303|1085.54111683062
304|876.606650554349
305|30.1539199120408
306|1413.68364176271
307|683.192968496102
308|815.411162205305
309|636.262939783544
310|667.67218427772
311|508.330692288638
312|2891.7456899163
313|1144.07365960424
314|2619.99273465126
315|697.82610418986
316|839.136162795499
317|1044.15235891523
318|491.034611020834
319|751.70502469189
320|399.317526702347
321|133.105842233973
322|1077.33690045928
323|544.913531522531
324|150.769599559895
325|448.022852465207
326|429.47144661423
327|236.945413081293
328|961.007167025564
329|550.087126261955
330|37.4704877587501
331|598.792452024558
332|1782.47957249568
333|1966.06603754172
334|1134.61411865073
335|1160.48209234783
336|173.606951625047
337|100.808949214831
338|569.893856695235
339|423.042527292025
340|1438.29629087705
341|738.327213580692
342|706.030320561296
343|267.099332993135
344|316.172334813551
345|801.665675036441
346|1056.27484544335
347|1084.65346830607
348|1603.3313500738
349|373.449553004677
350|1017.02906063472
351|1509.83896870531
352|319.2029564454
353|787.032539343107
354|338.122038353141
355|800.410350454401
356|2032.28282422095
357|388.970337223416
358|327.407172817072
359|405.378769966784
360|834.850216581117
361|398.062202119886
362|1096.25598236701
363|919.250733052371
364|438.930987568613
365|649.640750894496
366|1538.21759156805
367|305.825145334222
368|178.780546364643
369|609.139641503589
370|914.077138312592
371|885.698515450991
372|301.539199119762
373|2758.63984768178
374|573.812126851981
375|1595.127133702
376|2211.95101910972
377|872.320704339782
378|165.402735253424
379|447.135203939946
380|138.279436973499
381|12.4901625863276
382|475.146150744803
383|748.674403059568
384|203.760871537163
385|780.083647554152
386|2275.28948056596
387|1259.14806845542
388|1520.5538342422
389|1676.49702854136
390|526.362125672002
391|455.339420311608
392|222.679953445121
393|451.053474097046
394|211.077439383802
395|276.558873947189
396|582.384019281439
397|727.612348044007
398|410.920040763705
399|70.6550293027832
400|303.682172226579
401|355.41811962159
402|398.429878177548
403|666.416859695211
404|604.333722821758
405|505.300070656317
406|612.537939193634
407|672.845779016813
408|2402.11869988786
409|108.125517061492
410|191.270708950699
411|1297.87388079701
412|1058.7854946084
413|170.576329992856
414|603.446074296992
415|415.725959445644
416|505.300070656666
417|2027.26152589063
418|358.816417311546
419|314.029361706009
420|258.007468096589
421|893.902731822348
422|565.607910480627
423|484.605691698824
424|143.453031712994
425|735.296591947969
426|627.171074886905
427|195.556655165279
428|1800.87868193615
429|1166.5433356123
430|196.444303690119
431|339.897335403225
432|162.372113621328
433|42.644082498252
434|65.4814345635523
435|475.146150744806
436|373.449553004701
437|311.886388598594
438|341.152659985605
439|959.751842443261
440|1402.60110016913
441|37.4704877585173
442|2793.96736233365
443|1708.79392156069
444|205.903844644317
445|571.66915374488
446|566.495559005514
447|117.585058015728
448|244.261980928002
449|1620.10745887414
450|1116.58268526765
451|830.931946423891
452|558.291342633932
453|895.158056404928
454|682.30531997115
455|12.4901625862403
456|90.4617597357449
457|80.114570256961
458|1081.25517061601
459|386.827364116043
460|314.917010230766
461|544.025882997828
462|55.1342450845556
463|70.6550293027832
464|175.749924732249
465|1340.15028723783
466|731.898294258934
467|359.704065836324
468|538.484612200809
469|419.124257135216
470|1201.87085026444
471|1318.04828728771
472|636.262939783153
473|4176.24175960155
474|890.352137722993
475|65.4814345632642
476|790.430837033355
477|314.029361705502
478|422.154878767479
479|780.083647554183
480|758.133944013599
481|35.327514651371
482|732.785942783607
483|343.295633093058
484|1193.66663389238
485|676.764049174444
486|72.7980024101211
487|42.6440824982861
488|573.812126852101
489|361.847038943556
490|1194.92195847469
491|794.349107190087
492|118.472706540605
493|183.066492578801
494|95.6353544752227
495|339.897335403077
496|325.264199709632
497|469.972556005418
498|2308.84169816766
499|949.404652964412
500|1140.30768585762
501|750.817376167283
502|2539.7258679845
503|579.353397649066
504|1980.69917323523
505|443.216933783022
506|1144.96130813009
507|773.28705217475
508|933.883868745765
509|12.4901625863276
510|1137.2770642252
511|559.546667216015
512|311.886388598444
513|294.222631273022
514|444.992230832608
515|383.796742483732
516|387.715012640897
517|386.827364116153
518|385.572039533469
519|600.047776606881
520|1094.63298172726
521|311.886388598735
522|789.175512450312
523|503.524773606822
524|1609.392593338
525|392.000958855449
526|842.166784427626
527|793.461458664891
528|843.422109010588
529|190.38306042613
530|563.464937373104
531|140.422410081193
532|351.49984946458
533|95.6353544752739
534|589.700587128343
535|467.829582897841
536|989.538086297968
537|2279.20775072313
538|55.1342450843327
539|752.592673216911
540|680.16234686414
541|263.18106283621
542|1424.55080370934
543|392.00095885548
544|585.414640913493
545|24.9803251724225
546|1425.43845223389
547|278.701847054527
548|17.6637573257884
549|142.565383188134
550|1177.62587720685
551|785.624918351104
552|464.798961265861
553|3519.43673726981
554|323.488902659897
555|350.612200939757
556|1352.27277376597
557|926.567300899487
558|725.837050994549
559|162.372113621212
560|72.7980024103539
561|364.877660575754
562|12.4901625862403
563|142.565383188229
564|687.478914710863
565|603.966046763844
566|294.222631272897
567|1635.99591915054
568|1561.57491610052
569|451.42115015468
570|381.653769376542
571|1004.17122199128
572|609.139641503589
573|618.966858515236
574|67.6244076708079
575|55.1342450842645
576|969.21138339729
577|1149.24725434461
578|130.962869126809
579|130.075220602018
580|438.930987568352
581|784.001917711097
582|424.297851874811
583|1652.9243243609
584|30.1539199119585
585|616.456209350096
586|868.770110240159
587|932.260868105941
588|2108.47912432028
589|105.982543954298
590|127.93224749466
591|228.741196709254
592|712.459239883354
593|525.106801089727
594|1184.20709293822
595|282.987793268915
596|140.422410081001
597|1095.00065778447
598|602.190749714613
599|2273.66647992594
600|535.453990568586
601|17.6637573257884
602|0
603|766.338160385114
604|693.907834032518
605|726.204727051631
606|925.31197631666
607|481.575070066534
608|766.338160385679
609|388.9703372237
610|42.6440824980924
611|1835.10316841555
612|12.4901625862403
613|1672.73105479365
614|961.89481555061
615|133.105842234285
616|130.07522060201
617|305.825145334092
618|668.559832802779
619|1178.1458496741
620|1761.78519353762
621|2475.652054413
622|507.443043763744
623|749.562051584511
624|1197.06493158185
625|1197.58490404921
626|808.982242884195
627|1244.88260881964
628|1238.82136555546
629|1019.17203374259
630|1141.56301043986
631|12.4901625860948
632|420.379581718033
633|35.3275146515768
634|409.66471618122
635|351.499849464681
636|97.7783275827082
637|1223.82055380412
638|376.480174637369
639|369.163606790252
640|1377.10080252916
641|1024.34562848101
642|1716.47816546435
643|261.038089728232
644|1850.103980166
645|805.583945193803
646|885.698515451086
647|467.829582897882
648|2485.11159536716
649|331.693119031792
650|605.2213713469
651|1256.85279893834
652|710.316266775742
653|1528.39037455571
654|60.3078398240163
655|451.421150154736
656|563.832613430461
657|412.695337813333
658|1351.23282883113
659|105.094895429452
660|120.615679647926
661|42.6440824982861
662|540.627585308068
663|1907.0135223005
664|165.402735253478
665|2059.40612249984
666|1259.14806845534
667|687.478914710476
668|961.007167026051
669|348.469227832543
670|575.955099959429
671|226.598223602351
672|1072.16330571957
673|1483.60331895084
674|338.122038353841
675|1071.27565719496
676|529.025071246621
677|1024.34562848192
678|1842.78741231967
679|395.031580487586
680|142.565383188366
681|719.40813167273
682|592.731208760353
683|130.075220601853
684|1205.26914795342
685|2925.29790751821
686|276.558873947059
687|2457.10064856274
688|1257.89274387334
689|273.528252314991
690|240.34371077091
691|458.370041943879
692|969.211383397591
693|244.261980927769
694|797.747404879951
695|456.594744893925
696|152.912572667288
697|446.24755541485
698|1086.42876535569
699|983.844519091326
700|831.819594948765
701|514.759611610514
702|17.6637573257678
703|776.68534986433
704|100.808949214965
705|1849.21633164135
706|208.934466276469
707|90.4617597360571
708|424.297851874828
709|625.915750304459
710|1563.56559279794
711|1151.02255139435
712|1308.22107027593
713|629.314047994144
714|1877.59495450385
715|410.920040763315
716|402.348148334351
717|2043.36536581455
718|228.741196709451
719|1530.16567160578
720|742.245483738148
721|258.895116621534
722|362.734687468006
723|1199.57558074667
724|942.088085118198
725|226.59822360218
726|971.354356504815
727|225.710575077392
728|806.8392697766
729|3417.95551917904
730|200.73024990474
731|696.05080714032
732|830.044297899135
733|1300.90450242894
734|847.708055225055
735|755.990970906647
736|216.251034123173
737|613.793263775693
738|92.6047328432765
739|42.6440824980838
740|1486.63394058277
741|0
742|458.370041943988
743|825.390675626854
744|1112.6644151107
745|1114.80738821741
746|0
747|581.496370756157
748|1135.50176717573
749|714.602212990388
750|761.532241703123
751|1049.84592612152
752|1257.37277140642
753|1229.36182460098
754|306.712793859212
755|839.136162795584
756|155.05554577442
757|1266.46463630272
758|1016.14141210996
759|464.798961265735
760|2592.71713996174
761|621.629804089902
762|574.179802909845
763|1357.29407209626
764|527.249774197346
765|1536.9622669852
766|586.669965496073
767|415.725959445644
768|72.7980024105597
769|1996.9553095689
770|273.528252314874
771|350.612200939723
772|1842.41973626166
773|505.667746714547
774|1265.57698777772
775|1964.29074049224
776|243.374332402721
777|624.660425722117
778|261.925738253483
779|3030.9127754147
780|1537.32994304264
781|456.594744894326
782|145.59600482031
783|1064.84673787282
784|432.502068246149
785|682.305319971519
786|808.982242883349
787|1092.49000861953
788|1023.97795242456
789|912.821813730507
790|306.7127938591
791|1483.97099500809
792|560.434315741313
793|687.478914710476
794|605.221371346782
795|12.4901625863276
796|618.59918245764
797|321.345929552889
798|1661.86389284841
799|1561.94259215814
800|1824.60368252656
801|342.040308510606
802|1421.00020960967
803|289.049036533311
804|260.150441203995
805|12.4901625862694
806|667.304508220161
807|399.317526701841
808|530.280395829189
809|741.725511270247
810|464.798961265889
811|1009.71249278855
812|1778.56130233865
813|122.758652755305
814|233.02714292413
815|563.832613430834
816|158.086167406553
817|1657.94562269082
818|464.798961265848
819|1047.18298054684
820|553.117747894708
821|391.113310331148
822|399.317526702703
823|348.469227832757
824|140.422410080871
825|1011.85546589561
826|77.9715971496692
827|70.6550293027626
828|241.231359295503
829|1143.33830748947
830|578.098073066483
831|0
832|502.26944902431
833|431.614419721232
834|514.759611610708
835|911.934165205688
836|718.520483147892
837|1850.10398016645
838|682.305319971536
839|205.903844644241
840|311.886388598442
841|845.565082117239
842|12.4901625862403
843|263.181062836186
844|1128.18519932889
845|359.704065836119
846|292.079658165965
847|370.418931372689
848|1324.26182696135
849|642.691859105397
850|200.730249904877
851|881.780245293843
852|840.391487378168
853|540.627585307921
854|158.086167406659
855|987.395113190431
856|636.630615841138
857|177.892897839456
858|1176.00287656618
859|290.304361115944
860|30.1539199119585
861|927.454949424309
862|1235.4230678655
863|1574.43275474463
864|152.912572667082
865|308.855766966409
866|1436.67329023781
867|1181.54414736334
868|286.018414901285
869|1621.51507986657
870|143.453031713124
871|295.477955855147
872|1435.2656692454
873|163.259762146031
874|696.938455664997
875|60.3078398241498
876|567.750883587939
877|377.367823162096
878|385.939715591276
879|1430.09207450617
880|1105.71552332182
881|891.607462305422
882|1069.13268408719
883|1129.80819996899
884|1280.21012347098
885|618.599182457626
886|479.432096959116
887|120.615679648094
888|515.647260135522
889|258.895116621401
890|397.174553594749
891|1036.315818601
892|815.411162205465
893|819.329432362654
894|860.198217810884
895|738.327213580777
896|372.19422842231
897|178.780546364508
898|345.070930142943
899|189.127735843718
900|820.584756944723
901|549.199477737447
902|596.649478917247
903|289.93668505813
904|403.603472916735
905|1531.42099618779
906|953.322923121623
907|311.886388598245
908|77.9715971494725
909|217.506358705709
910|30.1539199118832
911|1267.71996088472
912|145.596004820263
913|1128.55287538656
914|722.806429362484
915|389.857985748128
916|694.795482557563
917|886.953840033341
918|102.951922322179
919|336.866713771448
920|208.046817751621
921|197.699628272747
922|433.75739282877
923|596.129506449675
924|211.07743938377
925|787.032539342747
926|526.362125671948
927|2150.38785470381
928|410.920040763876
929|148.626626452433
930|2280.83075136284
931|947.629355914609
932|368.275958265528
933|725.837050994697
934|35.3275146515562
935|1142.81833502228
936|2200.34850504843
937|727.980024101596
938|1232.02477017618
939|130.962869126429
940|430.726771196797
941|572.924478327395
942|299.396226012524
943|827.013676266387
944|421.26723024261
945|427.328473507057
946|665.529211170697
947|435.532689878257
948|1303.93512406119
949|279.589495579216
950|266.211684468131
951|17.6637573257472
952|922.281354684645
953|298.508577487529
954|607.364344454132
955|1281.09777199576
956|705.14267203605
957|261.038089728644
958|24.9803251725389
959|1042.00938580774
960|821.472405469512
961|983.476843033169
962|327.407172817268
963|1287.52669131812
964|900.699327202228
965|219.281655755463
966|769.368782017654
967|183.066492579174
968|596.649478917535
969|438.563311510808
970|237.313089138712
971|445.879879357351
972|765.450511860488
973|632.344669626332
974|227.853548184435
975|1175.48290409896
976|1027.37625011432
977|522.076179457618
978|1197.95258010698
979|378.623147744642
980|1077.70457651587
981|825.390675626995
982|218.394007230405
983|1268.60760941019
984|130.962869126508
985|231.771818341558
986|1314.64998959783
987|675.87640064943
988|597.01715497536
989|100.80894921479
990|361.847038943488
991|834.850216580951
992|446.247555415316
993|361.847038943546
994|716.377510040407
995|339.897335403147
996|308.855766966222
997|933.883868745746
998|604.333722822191
999|674.988752124248
1000|579.353397649289
1001|231.771818341541
1002|344.183281617808
1003|355.41811962184
1004|200.730249904945
1005|377.367823161938
1006|188.240087318125
1007|415.725959445575
1008|108.125517061725
1009|277.814198529758
1010|7079.22228752217
1011|709.428618251911
1012|4008.17607877457
1013|213.220412491205
1014|511.361313920774
1015|405.378769966735
1016|436.788014461121
1017|591.843560235503
1018|339.897335403208
1019|600.04777660709
1020|707.653321201689
1021|49.9606503450195
1022|158.086167406433
1023|476.033799269544
1024|472.115529112563
1025|348.469227832649
1026|264.068711361102
1027|271.385279207881
1028|2251.34910032786
1029|600.047776606861
1030|803.808648144066
1031|803.288675676699
1032|1460.39829082771
1033|723.694077887177
1034|1489.14458974784
1035|2223.1858571139
1036|1117.83800985026
1037|724.581726411986
1038|1576.57572785165
1039|871.433055815098
1040|311.886388598636
1041|529.392747304328
1042|446.2475554151
1043|1996.58763351179
1044|335.979065246141
1045|1345.32388197701
1046|720.663456255076
1047|685.335941603845
1048|445.879879357099
1049|946.374031332446
1050|333.836092138736
1051|373.081876947358
1052|1546.05413188185
1053|168.433356885567
1054|1272.5258795672
1055|405.74644602422
1056|138.279436973617
1057|230.884169816633
1058|906.760570466506
1059|0
1060|359.704065836091
1061|4057.09678418501
1062|208.046817751638
1063|1487.52158910724
1064|1208.66744564326
1065|767.225808910377
1066|258.895116621583
1067|241.231359295969
1068|155.943194299479
1069|761.164565645879
1070|281.732468686585
1071|108.125517061533
1072|488.003989388149
1073|384.684391008863
1074|828.269000848192
1075|924.424327792102
1076|1297.87388079709
1077|2601.28903239105
1078|1232.02477017584
1079|743.133132262682
1080|937.802138903041
1081|308.855766966157
1082|429.471446614141
1083|425.185500399647
1084|314.029361705734
1085|574.179802909933
1086|349.35687635731
1087|1866.14473685165
1088|714.234536933094
1089|634.487642733237
1090|172.71930310025
1091|606.109019871585
1092|960.119518501023
1093|338.122038353262
1094|138.27943697328
1095|289.049036533527
1096|310.998740073954
1097|12.4901625862403
1098|497.095854285151
1099|970.986680447255
1100|749.562051584333
1101|423.042527292495
1102|447.135203939823
1103|2037.97639142757
1104|347.213903249863
1105|1292.33260999979
1106|37.470487758721
1107|5088.17592480791
1108|0
1109|1029.15154716394
1110|1033.43749337835
1111|505.667746714242
1112|250.6909002499
1113|301.539199119598
1114|559.178991158626
1115|12.4901625863276
1116|558.291342633901
1117|834.850216580728
1118|306.712793859196
1119|451.421150154707
1120|225.710575077203
1121|790.43083703282
1122|203.760871536929
1123|472.483205170151
1124|506.555395239044
1125|1242.37195965483
1126|255.864494989186
1127|1997.4752820366
1128|326.519524292568
1129|1863.48179127766
1130|1020.0596822675
1131|47.8176772376305
1132|163.259762146106
1133|125.789274387368
1134|194.301330582849
1135|523.331504039854
1136|195.556655165293
1137|790.063160975265
1138|196.444303690297
1139|1157.08379465839
1140|420.379581717721
1141|630.201696518963
1142|1617.44451329968
1143|310.998740073584
1144|423.410203350203
1145|527.249774197154
1146|452.308798679438
1147|228.741196709258
1148|148.62662645242
1149|831.8195949487
1150|993.824032512706
1151|52.9912719771594
1152|274.415900839793
1153|794.716783247766
1154|316.17233481314
1155|1977.148579136
1156|756.358646963984
1157|1108.37846889536
1158|750.817376166838
1159|80.1145702570021
1160|635.375291258287
1161|150.769599559761
1162|666.416859695407
1163|911.93416520599
1164|1346.05923409221
1165|1557.65664594333
1166|236.945413081118
1167|30.1539199120167
1168|261.038089728848
1169|667.672184277447
1170|354.530471096757
1171|24.9803251724225
1172|30.153919912116
1173|508.330692288724
1174|1192.25901290054
1175|0
1176|1380.13142416137
1177|200.730249904684
1178|135.248815341691
1179|745.643781427508
1180|364.877660575737
1181|249.435575667076
1182|267.099332992902
1183|747.786754534969
1184|130.9628691268
1185|469.972556005227
1186|1336.59969313778
1187|1230.24947312645
1188|1293.0679621148
1189|188.240087318649
1190|348.469227832703
1191|640.548885998185
1192|1147.99192976196
1193|67.6244076707015
1194|908.535867515904
1195|824.870703159574
1196|0
1197|12.4901625863276
1198|271.385279208068
1199|916.220111420525
1200|686.223590128081
1201|2547.56240829857
1202|225.710575077162
1203|1214.36101285017
1204|1630.82232441126
1205|195.556655165128
1206|972.609681087305
1207|848.595703749504
1208|501.381800499512
1209|1505.55302249071
1210|163.25976214613
1211|193.413682057832
1212|1417.23423586225
1213|110.268490168611
1214|220.536980337907
1215|83.1451918889944
1216|1740.20316605567
1217|1599.41307991657
1218|325.631875767317
1219|635.375291258746
1220|130.075220601668
1221|47.817677237651
1222|648.753102369735
1223|291.192009640984
1224|0
1225|605.221371346493
1226|1968.57668670673
1227|775.430025281856
1228|2027.62920194838
1229|1244.88260881963
1230|313.14171318099
1231|1903.46292820138
1232|450.165825572227
1233|624.140453254383
1234|125.789274387239
1235|909.791192098525
1236|118.47270654053
1237|432.502068246421
1238|408.777067656312
1239|937.802138903204
1240|515.647260135605
1241|722.438753304688
1242|698.713752714542
1243|781.858944603807
1244|655.182021691591
1245|52.9912719769948
1246|1230.24947312613
1247|147.738977927648
1248|231.771818341599
1249|152.912572667216
1250|173.606951625089
1251|35.3275146512475
1252|1909.1564954082
1253|618.599182457616
1254|77.9715971494755
1255|196.444303690187
1256|1172.08460640997
1257|243.374332402975
1258|444.992230832571
1259|864.116487968525
1260|574.179802909879
1261|0
1262|829.6766218414
1263|327.774848874803
1264|339.009686878253
1265|818.441783837896
1266|811.125215990906
1267|656.957318741561
1268|1049.69362971207
1269|1275.92417725673
1270|65.4814345635764
1271|609.13964150338
1272|976.527951244158
1273|604.333722821776
1274|905.872921941323
1275|80.1145702564953
1276|735.296591948521
1277|1528.23807814634
1278|37.4704877587501
1279|375.224850054627
1280|590.588235653197
1281|30.1539199120955
1282|313.141713181031
1283|559.546667216556
1284|1076.44925193431
1285|946.374031332206
1286|421.267230242835
1287|275.671225422089
1288|1392.62158674714
1289|1176.00287656666
1290|428.216122031942
1291|714.602212990634
1292|148.626626452605
1293|145.596004820242
1294|205.903844644474
1295|297.253252905128
1296|657.844967266086
1297|418.236608610414
1298|759.909241063511
1299|1333.35369185831
1300|889.096813140365
1301|311.886388598793
1302|1698.07905602376
1303|150.769599559744
1304|310.998740073625
1305|1462.90893999271
1306|1015.25376358503
1307|880.524920711046
1308|665.529211170747
1309|275.671225422247
1310|361.847038943597
1311|1178.51352573154
1312|640.5488859981
1313|729.755321151476
1314|424.297851874629
1315|238.200737663436
1316|130.962869126974
1317|52.9912719769948
1318|92.6047328432474
1319|713.346888407892
1320|868.402434182644
1321|256.752143514179
1322|236.057764556481
1323|191.27070895084
1324|575.067451434609
1325|478.544448434547
1326|845.565082117704
1327|883.035569876464
1328|753.847997799323
1329|662.130913480615
1330|776.685349864015
1331|549.199477737156
1332|1008.82484426359
1333|455.339420311849
1334|105.982543954319
1335|140.422410080823
1336|370.418931372685
1337|295.477955855196
1338|465.686609790879
1339|120.615679647916
1340|1181.1764713063
1341|672.845779016687
1342|1050.58127823714
1343|272.272927732498
1344|274.415900839827
1345|516.014936193297
1346|919.618409108993
1347|599.16012808252
1348|735.296591948436
1349|155.943194299075
1350|670.335129852468
1351|840.023811320432
1352|543.658206940201
1353|315.284686288575
1354|455.339420311658
1355|1445.24518266732
1356|1222.93290527919
1357|1083.76581978081
1358|303.682172226901
1359|1254.86212224149
1360|246.404954035207
1361|1415.97891127963
1362|49.9606503450777
1363|1349.08985572453
1364|1093.22536073527
1365|668.55983280268
1366|254.609170406711
1367|276.558873947326
1368|678.019373756644
1369|1247.91323045234
1370|616.456209350097
1371|1177.62587720653
1372|1058.78549460821
1373|561.321964266099
1374|519.933206350058
1375|431.614419721561
1376|734.041267366215
1377|355.785795679663
1378|609.139641503421
1379|830.564270366295
1380|428.216122031896
1381|241.231359295565
1382|589.332911070754
1383|1186.71774210351
1384|823.983054634785
1385|183.066492578975
1386|542.770558415214
1387|1220.42225611453
1388|810.237567466018
1389|1024.8656009489
1390|203.760871536999
1391|830.931946424076
1392|564.720261955711
1393|680.162346864435
1394|420.011905660104
1395|954.578247703977
1396|310.998740073775
1397|446.247555414987
1398|461.768339633328
1399|600.935425131694
1400|2885.68444665211
1401|657.324994798826
1402|784.00191771096
1403|148.626626452571
1404|208.04681775132
1405|245.517305510261
1406|382.541417901491
1407|524.219152564445
1408|291.192009640484
1409|200.730249904688
1410|1291.81263753231
1411|1191.52366078478
1412|665.52921117045
1413|349.356876357448
1414|1781.59192397062
1415|412.695337813302
1416|1568.37151147979
1417|749.929727642424
1418|1111.40909052807
1419|1445.61285872457
1420|405.378769966452
1421|2013.73141837013
1422|152.91257266715
1423|756.878619431409
1424|188.240087318494
1425|160.229140514018
1426|244.261980928043
1427|1164.40036250516
1428|567.383207530495
1429|964.925437182496
1430|1384.0496943181
1431|835.217892638326
1432|941.200436592973
1433|1265.20931172019
1434|973.129653554446
1435|1090.19473910313
1436|507.443043763662
1437|265.324035943633
1438|1072.53098177738
1439|1620.47513493171
1440|247.660278617845
1441|782.746593128819
1442|190.383060425997
1443|690.877212400477
1444|508.330692288814
1445|530.280395828993
1446|651.263751534805
1447|70.655029302742
1448|55.1342450845385
1449|42.6440824981712
1450|1064.47906181543
1451|1152.27787597669
1452|438.04333904327
1453|454.45177178681
1454|233.027142924022
1455|675.876400649545
1456|986.507464665338
1457|664.641562645142
1458|388.082688698291
