cat|value|label|strahler|area
1830|1755||1|127143.391566
1831|1762||1|197501.268372
1832|1757||1|647729.278261
1833|1764||1|286111.632065
1834|1759||1|355845.492224
1835|1765||1|290479.748584
1836|1763||1|144459.853485
1837|1768||1|227142.059043
1838|1766||1|189545.056139
1839|1770||1|379558.124762
1840|1767||1|299527.989948
1841|1773||1|262867.012011
1842|1772||1|201245.368246
1843|1769||1|273475.294988
1844|1774||1|244614.525124
1845|1771||1|408262.890465
1846|1776||1|313880.372799
1848|1779||1|257718.874684
1849|1785||1|738679.704375
1850|1775||1|117471.133558
1851|1780||1|285955.627903
1852|1777||1|352725.408995
1853|1790||1|343833.171794
1854|1781||1|262242.995365
1855|1778||1|306548.177212
1856|1788||1|543830.506748
1857|1783||1|224021.975815
1858|1792||1|415751.090214
1859|1791||1|135411.612122
1860|1786||1|236190.300406
1861|1789||1|205613.484766
1862|1782||1|179404.785645
1863|1784||1|110138.93797
1864|1793||1|632908.882924
1865|1787||1|174100.644157
1866|1799||1|298123.952494
1867|1795||1|141339.770256
1868|1796||1|207485.534703
1869|1798||1|265051.070271
1870|1797||1|170668.552605
1871|1794||1|722299.267425
1872|1804||1|317780.476834
1873|1802||1|277687.407347
1874|1803||1|103274.754867
1875|1808||1|485328.946211
1876|1811||1|186268.968748
1877|1800||1|189077.043654
1878|1801||1|89078.376177
1879|1807||1|367389.80017
1880|1810||1|341961.121856
1881|1805||1|123555.295853
1882|1814||1|168016.481861
1883|1812||1|297343.931687
1884|1806||1|234162.246308
1885|1809||1|149295.982489
1886|1815||1|337749.009498
1887|1818||1|363801.704457
1888|1813||1|236814.317052
1889|1816||1|319340.518449
1890|1819||1|289855.731938
1891|1817||1|363489.696134
1892|1820||1|154288.115655
1893|1821||1|997958.620673
1894|1827||1|411538.977855
1895|1822||1|177064.723224
1896|1825||1|316844.451866
1897|1824||1|186580.977071
1898|1828||1|265363.078594
1899|1823||1|265987.09524
1900|1832||1|204209.447313
1901|1826||1|161932.319565
1902|1830||1|241182.433572
1903|1833||1|183928.906327
1904|1831||1|123867.304176
1905|1829||1|202961.414022
1906|1835||1|220121.871779
1907|1838||1|442583.80598
1908|1845||1|729007.446366
1909|1836||1|262867.012011
1910|1834||1|204209.447313
1911|1837||1|376282.037371
1912|1849||1|204521.455636
1913|1839||1|316376.439383
1914|1841||1|176128.698256
1915|1840||1|103898.771513
1916|1852||1|365205.74191
1917|1842||1|214193.713645
1918|1844||1|256626.845553
1919|1843||1|361773.650358
1920|1847||1|223085.950846
1921|1848||1|294223.848458
1922|1846||1|387670.341156
1923|1854||1|204209.447313
1924|1853||1|142899.811871
1925|1850||1|187517.00204
1926|1851||1|159592.257144
1927|1856||1|235098.271276
1928|1855||1|436499.643684
1929|1860||1|560990.964505
1930|1857||1|301088.031561
1931|1859||1|369261.850107
1932|1858||1|427919.414805
1933|1861||1|195161.20595
1934|1865||1|255378.812263
1935|1862||1|251634.712388
1936|1863||1|200621.3516
1937|1864||1|158812.236336
1938|1867||1|204365.451475
1939|1866||1|84242.247173
1940|1868||1|142431.799386
1941|1869||1|213725.70116
1942|1871||1|276595.378217
1943|1872||1|298903.973301
1944|1870||1|181276.835583
1945|1876||1|256002.828908
1946|1873||1|357093.525515
1947|1879||1|364425.721103
1948|1878||1|463332.35945
1949|1875||1|168016.481861
1950|1874||1|163336.357018
1951|1877||1|350853.359058
1952|1882||1|170980.560928
1953|1883||1|186424.97291
1954|1884||1|385954.29538
1955|1881||1|232914.213017
1956|1880||1|140715.753611
1957|1885||1|386734.316187
1958|1886||1|395158.540904
1959|1887||1|138063.682866
1960|1888||1|127455.399889
1961|1889||1|252258.729033
1962|1890||1|214973.734452
1963|1892||1|182992.881359
1964|1898||1|733999.579532
1965|1895||1|205145.472281
1966|1896||1|274099.311634
1967|1891||1|259590.924621
1968|1893||1|460212.276221
1969|1894||1|178780.769
1970|1897||1|390946.428546
1971|1911||1|649913.336522
1972|1900||1|451632.047343
1973|1908||1|240870.425249
1974|1907||1|75506.014133
1975|1904||1|160996.294597
1976|1906||1|203273.422344
1977|1899||1|123711.300014
1978|1910||1|155224.140624
1979|1901||1|214193.713644
1980|1905||1|147579.936714
1981|1902||1|112010.987907
1982|1903||1|215753.755259
1983|1919||1|209045.576318
1984|1909||1|327452.734844
1985|1914||1|255066.80394
1986|1917||1|444455.855917
1987|1913||1|253194.754002
1988|1915||1|336344.972045
1989|1916||1|556778.852147
1990|1912||1|406390.840528
1991|1922||1|225738.02159
1992|1930||1|341181.10105
1993|1920||1|207953.547187
1994|1918||1|401866.719847
1995|1935||1|273163.286665
1996|1921||1|347109.259183
1997|1925||1|116691.11275
1998|1924||1|145707.886776
1999|1923||1|185020.935457
2000|1932||1|234006.242146
2001|1927||1|310916.293732
2002|1929||1|106238.833934
2003|1933||1|348981.309121
2004|1926||1|588915.709402
2005|1931||1|238374.358666
2006|1934||1|136035.628768
2007|1928||1|216533.776066
2008|1936||1|346017.230053
2009|1938||1|335408.947076
2010|1937||1|208109.551349
2011|1940||1|249450.654128
2012|1941||1|160528.282112
2013|1947||1|474876.667396
2015|1939||1|247734.608353
2016|1945||1|184084.910488
2017|1942||1|119031.175172
2018|1943||1|156316.169754
2019|1946||1|160996.294597
2020|1953||1|191729.114399
2021|1944||1|200153.339116
2022|1951||1|198593.297501
2023|1948||1|858958.912838
2024|1950||1|163024.348696
2025|1949||1|137127.657898
2026|1952||1|164896.398632
2027|1954||1|324644.659937
2028|1955||1|151324.036588
2029|1956||1|254130.778971
2030|1958||1|241026.42941
2031|1957||1|445703.889208
2032|1959||1|311696.314539
2033|1972||1|339309.051112
2034|1967||1|309044.243794
2035|1960||1|419027.177603
2036|1961||1|337593.005336
2038|1963||1|161464.307081
2039|1964||1|189545.056139
2040|1962||1|148047.949198
2041|1976||1|275815.35741
2042|1968||1|255066.80394
2043|1975||1|195785.222596
2044|1966||1|195941.226757
2045|1970||1|167392.465215
2046|1965||1|164272.381987
2047|1969||1|436187.635361
2048|1971||1|281275.50306
2049|1977||1|187985.014524
2050|1973||1|193913.172659
2051|1974||1|257250.862199
2052|1980||1|224489.988299
2053|1994||1|455064.138894
2054|1978||1|280651.486414
2055|1979||1|342897.146825
2056|1983||1|387046.324509
2057|1984||1|241026.429411
2058|1981||1|241962.454379
2059|1982||1|259746.928782
2060|1985||1|190481.081107
2061|1986||1|478620.76727
2062|1997||1|571755.251644
2063|1992||1|251010.695743
2064|1989||1|207485.534703
2065|1993||1|339621.059435
2066|1987||1|223553.963331
2067|2012||1|624952.670692
2068|1988||1|215129.738613
2069|1995||1|164428.386148
2070|2002||1|441959.789334
2071|1990||1|148827.970005
2072|1991||1|206081.49725
2073|2000||1|215285.742775
2074|1998||1|214349.717807
2075|1996||1|255066.80394
2076|1999||1|148671.965843
2077|2001||1|222305.930039
2078|2031||1|459276.251253
2079|2004||1|202961.414022
2080|2006||1|185800.956264
2081|2013||1|318872.505965
2082|2005||1|230418.146433
2083|2021||1|545390.548363
2084|2003||1|127611.40405
2085|2025||1|521677.915825
2086|2010||1|331820.851363
2087|2014||1|515281.745206
2088|2009||1|231042.163079
2089|2008||1|451008.030697
2090|2019||1|224021.975815
2091|2007||1|297811.944172
2092|2016||1|231198.16724
2093|2017||1|162244.327888
2094|2011||1|331664.847202
2095|2029||1|314660.393607
2096|2015||1|237750.342021
2097|2020||1|587979.684433
2098|2018||1|149919.999135
2099|2037||1|248358.624998
2100|2027||1|455688.15554
2101|2023||1|168172.486022
2102|2034||1|166456.440246
2103|2024||1|418559.16512
2104|2038||1|423395.294123
2105|2035||1|168952.50683
2106|2022||1|177688.73987
2107|2026||1|141495.774418
2108|2028||1|518401.828435
2109|2033||1|194381.185143
2110|2032||1|207017.522219
2111|2053||1|430415.481387
2112|2030||1|188297.022847
2113|2039||1|162712.340372
2114|2036||1|228858.104819
2115|2096||1|513565.699431
2116|2042||1|387670.341156
2117|2040||1|176596.71074
2118|2111||1|608104.221257
2119|2047||1|297031.923364
2120|2046||1|319808.530933
2121|2043||1|430727.489711
2122|2041||1|233070.217178
2123|2051||1|135099.603799
2124|2049||1|370353.879237
2125|2052||1|135879.624607
2126|2067||1|324176.647454
2127|2056||1|400306.678231
2128|2050||1|159436.252983
2129|2094||1|570663.222513
2130|2044||1|152572.069879
2131|2073||1|219809.863456
2132|2045||1|147423.932552
2133|2054||1|145395.878454
2134|2055||1|204521.455636
2135|2048||1|141963.786902
2136|2059||1|304988.135597
2137|2083||1|182368.864713
2138|2068||1|202961.414021
2139|2064||1|224333.984138
2140|2091||1|246798.583384
2141|2070||1|204989.46812
2142|2060||1|152884.078202
2143|2069||1|432911.547971
2144|2058||1|432911.547971
2145|2057||1|209513.588801
2146|2061||1|157252.194722
2147|2071||1|180184.806453
2148|2066||1|387670.341156
2149|2077||1|224958.000784
2150|2065||1|145395.878454
2151|2072||1|132603.537216
2152|2063||1|307952.214664
2153|2095||1|443675.83511
2154|2086||1|284551.59045
2155|2062||1|165988.427762
2156|2081||1|195317.210112
2157|2075||1|367701.808493
2158|2074||1|198125.285017
2160|2080||1|271291.236729
2161|2118||1|870971.233269
2162|2089||1|314348.385283
2163|2082||1|317468.468512
2164|2092||1|282367.53219
2165|2084||1|170044.53596
2166|2078||1|210449.613771
2167|2079||1|270979.228405
2168|2085||1|155068.136462
2169|2076||1|199061.309986
2170|2087||1|109202.913001
2171|2100||1|343677.167633
2172|2101||1|314972.401929
2173|2097||1|271291.236728
2174|2108||1|402334.732331
2175|2113||1|437279.664491
2176|2088||1|217001.78855
2177|2090||1|257718.874684
2178|2093||1|325112.672422
2180|2098||1|216689.780228
2182|2099||1|211073.630416
2183|2105||1|127455.399889
2184|2102||1|190481.081107
2185|2106||1|493285.158444
2186|2107||1|189077.043654
2187|2129||1|250542.683258
2188|2109||1|348825.304959
2189|2148||1|505921.49552
2190|2103||1|184084.910489
2191|2112||1|137907.678705
2192|2121||1|287359.665355
2193|2160||1|439307.71859
2194|2128||1|329636.793104
2196|2104||1|114195.046168
2197|2114||1|187673.006202
2198|2119||1|250386.679097
2199|2125||1|398746.636618
2201|2115||1|134475.587153
2202|2110||1|260838.957913
2203|2116||1|258186.887168
2204|2137||1|200621.3516
2205|2117||1|439931.735234
2206|2124||1|364893.733587
2207|2120||1|178000.748193
2208|2130||1|168172.486022
2209|2132||1|244614.525123
2210|2127||1|125271.341629
2211|2138||1|317936.480996
2212|2136||1|168796.502668
2213|2133||1|272539.270019
2214|2122||1|392974.482644
2215|2126||1|159904.265467
2216|2179||1|389854.399416
2217|2139||1|437279.664491
2218|2134||1|154132.111494
2219|2145||1|535718.290354
2220|2123||1|210293.609609
2221|2162||1|603892.108898
2222|2131||1|181432.839744
2224|2159||1|506857.520489
2225|2154||1|184084.910488
2228|2135||1|261306.970397
2231|2176||1|322772.610001
2232|2140||1|281899.519707
2233|2146||1|173944.639995
2234|2147||1|271759.249213
2235|2152||1|306236.168889
2237|2141||1|84866.263818
2238|2142||1|374877.999919
2239|2144||1|309824.264602
2240|2150||1|187829.010362
2241|2149||1|121839.250078
2242|2161||1|279403.453123
2243|2143||1|219341.850972
2244|2151||1|161152.298758
2246|2168||1|538058.352775
2247|2167||1|328388.759812
2248|2157||1|213881.705322
2250|2158||1|175348.677449
2251|2153||1|114663.058652
2252|2169||1|276127.365733
2253|2155||1|143835.836839
2254|2163||1|380026.137246
2255|2165||1|253506.762325
2256|2164||1|247578.604191
2257|2175||1|416375.106859
2258|2156||1|177844.744031
2259|2166||1|322148.593355
2260|2170||1|103430.759029
2261|2182||1|149919.999135
2262|2246||1|559742.931214
2263|2186||1|489385.054409
2264|2174||1|318092.485157
2265|2215||1|364425.721103
2266|2184||1|156940.186399
2267|2171||1|134631.591315
2268|2173||1|190013.068623
2269|2194||1|299839.99827
2270|2201||1|531974.190479
2271|2188||1|187517.00204
2272|2172||1|167236.461054
2273|2181||1|194537.189304
2274|2178||1|156004.161431
2275|2192||1|327764.743166
2276|2177||1|138999.707835
2277|2183||1|167392.465215
2278|2209||1|360525.617067
2279|2180||1|346797.250861
2280|2195||1|391102.432706
2281|2243||1|424799.331577
2282|2185||1|193289.156012
2283|2191||1|157408.198883
2284|2193||1|273787.303311
2285|2187||1|473784.638266
2286|2200||1|271759.249212
2287|2197||1|316376.439382
2288|2224||1|333068.884655
2289|2198||1|226362.038236
2290|2190||1|247890.612514
2291|2207||1|168172.486022
2292|2189||1|151168.032427
2293|2202||1|255222.808101
2294|2231||1|437747.676975
2295|2214||1|213413.692837
2296|2206||1|281431.507221
2297|2249||1|486888.987826
2298|2204||1|231354.171402
2299|2216||1|154132.111494
2300|2205||1|150076.003297
2301|2196||1|383926.241281
2302|2199||1|460992.297028
2303|2247||1|314348.385284
2304|2213||1|243366.491832
2305|2203||1|247734.608353
2306|2218||1|153196.086525
2307|2233||1|341181.101049
2308|2208||1|340869.092726
2309|2232||1|422771.277478
2310|2217||1|220901.892586
2311|2223||1|189077.043654
2312|2211||1|194537.189304
2313|2228||1|183148.88552
2314|2226||1|144771.861808
2315|2220||1|177376.731547
2316|2212||1|111698.979585
2317|2221||1|240870.425249
2318|2210||1|152416.065718
2319|2245||1|166456.440247
2320|2236||1|588915.709401
2321|2230||1|235410.279599
2322|2255||1|269731.195114
2323|2225||1|193757.168497
2324|2219||1|258186.887169
2325|2239||1|159280.248821
2326|2244||1|83306.222204
2327|2256||1|485016.937888
2328|2222||1|141183.766095
2330|2227||1|224489.988299
2331|2259||1|476280.704849
2332|2242||1|132291.528893
2333|2235||1|136191.632929
2334|2241||1|130419.478956
2335|2229||1|497809.279126
2336|2278||1|394378.520097
2337|2279||1|458028.217961
2338|2234||1|214817.73029
2339|2237||1|494221.183411
2340|2238||1|124335.316661
2341|2240||1|205925.493089
2342|2253||1|300152.006593
2343|2250||1|170668.552605
2344|2272||1|361929.65452
2345|2248||1|273007.282504
2346|2254||1|181588.843906
2347|2265||1|167236.461054
2348|2261||1|363801.704456
2349|2252||1|553502.764757
2350|2251||1|132915.545539
2351|2263||1|185956.960425
2352|2258||1|348825.30496
2353|2285||1|130263.474795
2354|2270||1|129639.458149
2355|2274||1|208109.551349
2357|2280||1|194225.180982
2358|2262||1|114351.050329
2359|2288||1|421211.235864
2360|2267||1|175504.68161
2361|2266||1|317780.476835
2362|2268||1|185176.939619
2363|2257||1|390322.4119
2364|2273||1|487669.008634
2365|2269||1|150388.011619
2366|2260||1|454752.130571
2367|2287||1|103742.767352
2368|2284||1|204833.463959
2369|2264||1|185800.956264
2371|2271||1|225738.02159
2372|2282||1|60997.627119
2373|2275||1|129171.445665
2374|2276||1|335876.959561
2375|2289||1|179560.789807
2376|2283||1|173788.635834
2377|2277||1|202493.401537
2378|2281||1|260370.945428
2379|2294||1|248982.641644
2380|2310||1|285019.602934
2381|2307||1|289855.731938
2382|2344||1|448979.976598
2383|2286||1|112322.99623
2384|2292||1|289543.723616
2385|2293||1|338061.01782
2386|2295||1|279403.453122
2387|2291||1|545078.54004
2388|2303||1|164584.390309
2389|2308||1|300464.014916
2390|2305||1|399058.64494
2391|2297||1|264583.057787
2392|2290||1|251322.704065
2393|2298||1|130419.478956
2394|2366||1|400930.694878
2396|2299||1|153820.103171
2397|2306||1|306392.17305
2398|2317||1|261462.974559
2399|2301||1|199217.314147
2400|2296||1|488605.033602
2401|2378||1|607948.217097
2402|2309||1|171604.577574
2403|2302||1|182836.877197
2404|2300||1|219029.842649
2405|2321||1|322616.605839
2406|2329||1|645077.207517
2407|2311||1|232290.19637
2408|2312||1|184396.918811
2409|2304||1|100310.6758
2410|2319||1|359121.579614
2411|2318||1|269731.195113
2412|2315||1|274255.315795
2413|2314||1|531350.173833
2414|2338||1|486108.967019
2415|2313||1|103742.767352
2416|2316||1|199841.330793
2417|2325||1|226518.042397
2418|2322||1|158032.21553
2419|2326||1|266611.111886
2420|2352||1|353505.429802
2421|2323||1|212477.667869
2422|2353||1|388294.357801
2423|2404||1|765200.411819
2424|2334||1|385018.270411
2425|2328||1|203429.426506
2426|2320||1|129639.458149
2427|2423||1|616060.43349
2428|2341||1|257874.878846
2429|2348||1|490165.075216
2431|2330||1|284551.59045
2433|2327||1|293755.835974
2435|2324||1|118407.158526
2437|2331||1|31824.848932
2438|2340||1|167392.465215
2439|2350||1|363489.696134
2440|2333||1|205145.472282
2441|2332||1|117939.146042
2442|2336||1|170668.552605
2443|2335||1|178468.760677
2444|2339||1|174100.644156
2445|2357||1|361149.633713
2446|2359||1|583143.555428
2447|2337||1|1381104.841147
2448|2351||1|452568.072311
2449|2343||1|130419.478956
2451|2345||1|128235.420696
2452|2342||1|678774.106386
2453|2372||1|261306.970397
2455|2346||1|158968.240498
2456|2354||1|154288.115655
2457|2347||1|266611.111885
2460|2349||1|371913.920852
2461|2356||1|186112.964587
2462|2371||1|107954.87971
2463|2398||1|116691.11275
2464|2365||1|502801.412292
2465|2363||1|234162.246308
2466|2373||1|357405.533838
2467|2358||1|291415.773553
2468|2375||1|170980.560928
2469|2380||1|157252.194722
2470|2393||1|188297.022847
2471|2395||1|273631.29915
2472|2360||1|189389.051977
2474|2370||1|139155.711996
2475|2355||1|106238.833934
2476|2368||1|154288.115655
2477|2382||1|359901.600421
2478|2379||1|387202.328671
2479|2383||1|317156.460189
2480|2422||1|252882.74568
2481|2369||1|233694.233824
2482|2417||1|375190.008241
2483|2361||1|594687.863374
2484|2362||1|211073.630416
2485|2430||1|335564.951237
2486|2364||1|351165.367381
2487|2416||1|392506.470161
2488|2377||1|215753.755259
2489|2367||1|85178.272141
2490|2438||1|202805.40986
2491|2374||1|128703.43318
2492|2420||1|267079.12437
2493|2384||1|192977.14769
2494|2441||1|491101.100184
2495|2388||1|299215.981624
2496|2418||1|248046.616675
2497|2381||1|29484.78651
2498|2392||1|440243.743558
2499|2399||1|410446.948725
2500|2411||1|162088.323727
2501|2376||1|333536.89714
2502|2387||1|464112.380257
2503|2385||1|192197.126883
2504|2436||1|220745.888425
2505|2394||1|309512.256279
2506|2386||1|104678.79232
2507|2406||1|214349.717806
2508|2455||1|305612.152243
2509|2391||1|185956.960426
2510|2424||1|246018.562576
2511|2400||1|221837.917554
2512|2445||1|348981.309121
2513|2407||1|168796.502668
2514|2446||1|275503.349087
2515|2389||1|206549.509735
2516|2437||1|208577.563833
2517|2397||1|145239.874292
2518|2401||1|337437.001175
2519|2460||1|573471.297421
2520|2402||1|100622.684123
2521|2459||1|606856.187966
2522|2410||1|222929.946685
2523|2390||1|20280.540986
2524|2396||1|121215.233432
2525|2452||1|252258.729034
2526|2403||1|230418.146434
2527|2432||1|207953.547187
2528|2486||1|780332.815478
2530|2421||1|105458.813127
2531|2408||1|273943.307472
2532|2442||1|659585.59453
2533|2414||1|111542.975423
2534|2409||1|220277.87594
2535|2405||1|237282.329536
2537|2415||1|183772.902166
2538|2431||1|303740.102306
2540|2427||1|148983.974166
2541|2426||1|238842.371151
2543|2457||1|323864.639131
2545|2458||1|577215.397295
2546|2428||1|240870.425249
2547|2413||1|243054.483509
2548|2467||1|322772.61
2549|2450||1|107486.867226
2550|2433||1|150700.019942
2551|2425||1|225738.02159
2553|2435||1|315752.422736
2554|2451||1|157564.203045
2555|2439||1|186112.964587
2556|2449||1|332912.880493
2557|2419||1|4992.133166
2558|2412||1|335876.959561
2559|2447||1|122151.2584
2560|2440||1|304208.11479
2561|2429||1|186424.97291
2562|2434||1|236034.296245
2563|2448||1|284863.598773
2564|2444||1|180808.823098
2565|2454||1|236034.296245
2566|2443||1|204833.463958
2567|2453||1|197345.26421
2568|2468||1|221681.913393
2570|2512||1|520117.87421
2571|2463||1|150076.003297
2572|2461||1|246954.587545
2573|2462||1|205925.493089
2574|2473||1|343677.167632
2575|2470||1|266143.099401
2576|2477||1|270355.21176
2577|2465||1|65365.74364
2578|2456||1|523861.974086
2579|2464||1|329012.776458
2580|2474||1|234318.25047
2581|2466||1|183460.893843
2582|2491||1|325112.672422
2583|2483||1|190169.072785
2584|2475||1|250542.683258
2585|2478||1|266923.120209
2586|2490||1|327920.747328
2587|2472||1|85646.284626
2588|2476||1|286267.636226
2589|2469||1|543206.490101
2590|2485||1|206861.518057
2591|2492||1|157252.194722
2592|2505||1|315908.426898
2593|2503||1|370197.875075
2594|2480||1|208733.567994
2595|2516||1|675030.006511
2596|2471||1|194225.180981
2597|2502||1|300620.019077
2598|2479||1|352101.39235
2599|2494||1|183772.902166
2600|2489||1|158812.236336
2601|2488||1|177844.744031
2602|2511||1|407794.87798
2604|2484||1|336968.988691
2605|2481||1|279247.448961
2606|2482||1|158032.215529
2607|2495||1|304052.110629
2608|2519||1|388762.370286
2609|2510||1|424955.335738
2610|2507||1|251790.71655
2611|2498||1|284551.59045
2612|2525||1|805137.477145
2613|2487||1|259590.924621
2614|2496||1|295627.885911
2615|2520||1|321056.564225
2616|2499||1|175504.68161
2617|2500||1|350229.342412
2618|2497||1|265207.074432
2619|2506||1|153976.107332
2620|2501||1|188921.039493
2621|2514||1|192353.131044
2622|2508||1|168640.498507
2623|2535||1|491101.100185
2624|2493||1|230886.158918
2625|2513||1|139623.72448
2626|2504||1|372225.929175
2627|2518||1|375658.020726
2628|2540||1|307484.20218
2629|2521||1|179092.777323
2630|2509||1|115131.071136
2631|2530||1|361929.65452
2632|2524||1|346329.238377
2634|2515||1|174568.656641
2635|2517||1|196097.230918
2637|2537||1|901080.036424
2638|2522||1|223241.955007
2639|2538||1|291415.773553
2640|2526||1|228546.096496
2641|2531||1|149295.982489
2642|2523||1|257406.866361
2643|2528||1|112635.004553
2644|2536||1|236034.296245
2645|2539||1|248358.624998
2646|2544||1|196877.251726
2647|2527||1|338373.026143
2648|2533||1|834466.259494
2649|2556||1|229794.129787
2650|2560||1|369729.862591
2651|2534||1|797025.260751
2652|2541||1|183304.889681
2653|2543||1|341493.109372
2654|2529||1|114039.042006
2655|2549||1|158500.228014
2656|2547||1|143679.832678
2657|2546||1|177220.727385
2658|2564||1|200777.355762
2659|2542||1|285331.611257
2660|2552||1|395470.549227
2661|2532||1|350541.350735
2662|2553||1|175504.68161
2663|2545||1|179560.789807
2664|2586||1|339933.067758
2665|2551||1|286267.636226
2666|2561||1|183772.902166
2667|2548||1|356469.50887
2668|2571||1|126987.387405
2669|2565||1|366609.779362
2670|2563||1|135411.612122
2671|2559||1|134007.574669
2672|2572||1|142275.795225
2673|2550||1|162400.33205
2674|2582||1|175660.685772
2675|2554||1|422771.277477
2676|2573||1|134319.582992
2677|2581||1|180964.82726
2678|2555||1|449447.989082
2679|2585||1|306704.181374
2680|2588||1|298279.956656
2681|2591||1|198905.305825
2682|2574||1|680958.164646
2683|2578||1|211541.642901
2684|2590||1|527606.073959
2685|2558||1|204365.451474
2686|2576||1|220589.884263
2687|2557||1|193133.151851
2688|2569||1|181588.843906
2689|2562||1|204209.447313
2690|2568||1|394534.524259
2691|2577||1|128547.429019
2692|2600||1|207797.543026
2693|2570||1|107174.858903
2694|2579||1|157096.190561
2696|2566||1|171136.56509
2697|2593||1|254598.791455
2698|2587||1|218405.826003
2699|2589||1|433379.560455
2700|2575||1|134007.574669
2701|2603||1|342273.130179
2702|2584||1|473940.642427
2703|2567||1|447887.947469
2704|2580||1|143367.824355
2705|2594||1|143991.841
2706|2622||1|276595.378217
2707|2583||1|442271.797656
2708|2608||1|466608.446839
2709|2598||1|206393.505574
2711|2604||1|342273.130179
2712|2592||1|138531.69535
2713|2595||1|581271.505491
2714|2597||1|131355.503925
2715|2596||1|703422.763893
2716|2616||1|280807.490576
2717|2619||1|369729.862591
2718|2613||1|405454.815559
2719|2601||1|219965.867618
2721|2602||1|201713.38073
2722|2609||1|215597.751098
2723|2614||1|190481.081107
2724|2606||1|128079.416535
2725|2605||1|136191.632929
2726|2599||1|249294.649967
2727|2643||1|965821.763418
2728|2668||1|724015.313201
2729|2629||1|492661.141799
2730|2636||1|215285.742775
2731|2610||1|226050.029913
2732|2617||1|150232.007458
2733|2607||1|569571.193384
2734|2611||1|177532.735709
2735|2615||1|464892.401064
2736|2618||1|164584.390309
2737|2623||1|161464.307081
2738|2632||1|249606.65829
2739|2646||1|311852.3187
2741|2627||1|645077.207517
2742|2612||1|27144.724089
2743|2624||1|304208.11479
2745|2621||1|351477.375703
2746|2625||1|133227.553862
2747|2639||1|327608.739005
2748|2647||1|206081.49725
2749|2630||1|170824.556767
2750|2640||1|238842.371152
2751|2620||1|102962.746544
2752|2637||1|218561.830165
2753|2626||1|266767.116047
2754|2638||1|174724.660802
2755|2628||1|673157.956575
2756|2631||1|133227.553862
2757|2641||1|217157.792712
2758|2634||1|341805.117694
2761|2653||1|298123.952495
2762|2635||1|256002.828908
2763|2642||1|340869.092727
2764|2633||1|155536.148946
2765|2662||1|419651.194249
2766|2644||1|209513.588802
2767|2645||1|234162.246308
2768|2654||1|229638.125626
2769|2658||1|273007.282505
2770|2650||1|355533.483901
2771|2660||1|367545.804331
2772|2665||1|524017.978246
2773|2689||1|633844.907895
2774|2652||1|349917.33409
2775|2659||1|324020.643292
2776|2657||1|170824.556767
2777|2649||1|224801.996622
2778|2655||1|231666.179725
2779|2674||1|373941.974949
2780|2661||1|298747.96914
2781|2651||1|148983.974167
2782|2669||1|305924.160566
2783|2673||1|305456.148082
2784|2648||1|80810.155621
2785|2663||1|232914.213016
2786|2686||1|353505.429802
2787|2677||1|281743.515545
2788|2656||1|199373.318309
2789|2672||1|167080.456893
2790|2676||1|204365.451474
2791|2680||1|314972.401929
2793|2667||1|122931.279208
2796|2666||1|199529.32247
2797|2664||1|150388.011619
2798|2683||1|130107.470633
2799|2681||1|164116.377826
2800|2670||1|162868.344534
2801|2688||1|216689.780228
2802|2675||1|146487.907584
2803|2671||1|209825.597125
2804|2687||1|459900.267898
2805|2678||1|429167.448096
2806|2693||1|306704.181373
2807|2697||1|228546.096496
2808|2682||1|207329.530541
2809|2684||1|124335.31666
2810|2685||1|131043.495602
2811|2706||1|513097.686946
2812|2679||1|147267.928391
2813|2691||1|366453.775201
2814|2692||1|155692.153108
2815|2690||1|228702.100657
2816|2705||1|375970.029049
2817|2694||1|266143.099401
2818|2716||1|228234.088174
2819|2731||1|361773.650358
2820|2696||1|243366.491832
2821|2751||1|741175.770958
2822|2703||1|162712.340372
2823|2702||1|224021.975815
2824|2726||1|385954.29538
2825|2701||1|200153.339115
2826|2698||1|149451.986651
2827|2699||1|233850.237985
2828|2722||1|294067.844297
2829|2717||1|216689.780228
2830|2732||1|292351.798521
2831|2704||1|185020.935457
2832|2695||1|267859.145177
2833|2715||1|456000.163863
2834|2710||1|151324.036588
2835|2712||1|240402.412765
2836|2707||1|118563.162688
2837|2708||1|87518.334563
2838|2730||1|302648.073176
2839|2700||1|395002.536743
2840|2725||1|239622.391958
2841|2713||1|187204.993717
2842|2744||1|325112.672422
2843|2720||1|358497.562968
2844|2733||1|326984.722359
2845|2723||1|134319.582992
2846|2718||1|115755.087782
2847|2714||1|135411.612122
2848|2735||1|215129.738614
2849|2709||1|456468.176346
2850|2742||1|555998.83134
2851|2719||1|136971.653736
2852|2727||1|232914.213016
2854|2711||1|277531.403186
2856|2721||1|207953.547188
2857|2743||1|306548.177212
2858|2754||1|622144.595786
2859|2724||1|275971.361571
2860|2737||1|156160.165592
2861|2758||1|399214.649102
2862|2729||1|127299.395728
2863|2772||1|437435.668652
2864|2888||1|770972.565791
2865|2771||1|434003.577101
2866|2741||1|120279.208464
2867|2728||1|168952.50683
2868|2747||1|201713.38073
2870|2823||1|590163.742693
2871|2761||1|263803.03698
2872|2779||1|329324.784781
2873|2814||1|506233.503843
2874|2757||1|282367.53219
2875|2740||1|138063.682866
2876|2738||1|170044.53596
2877|2745||1|94694.525988
2878|2748||1|140559.749449
2879|2739||1|149919.999135
2880|2734||1|212477.667869
