cat|value|label|strahler|area
3665|3506||1|119343.183494
3666|3507||1|833998.24701
3667|3512||1|487357.00031
3668|3509||1|199373.318309
3669|3518||1|826510.047259
3670|3514||1|289075.711132
3671|3515||1|465672.421872
3672|3513||1|202181.393214
3673|3517||1|102650.738221
3674|3526||1|607948.217096
3675|3516||1|208109.551349
3676|3521||1|108890.904679
3677|3520||1|175348.677448
3678|3519||1|165364.411117
3679|3523||1|287515.669518
3680|3522||1|281275.50306
3681|3525||1|255066.803939
3682|3524||1|236970.321213
3683|3528||1|688602.368557
3684|3529||1|328232.755652
3685|3527||1|179716.793968
3686|3534||1|323240.622485
3687|3533||1|444455.855916
3688|3536||1|493753.170929
3689|3530||1|222929.946685
3690|3531||1|263179.020334
3691|3539||1|436031.631199
3692|3535||1|227142.059044
3693|3532||1|123087.283369
3695|3537||1|222773.942523
3696|3550||1|536342.307
3697|3554||1|572691.276615
3698|3538||1|252570.737356
3699|3542||1|384394.253766
3700|3541||1|333848.905462
3701|3545||1|330416.81391
3702|3551||1|393598.49929
3703|3546||1|200309.343277
3705|3540||1|134163.57883
3706|3556||1|375814.024887
3707|3543||1|198125.285018
3708|3544||1|116067.096105
3709|3557||1|480492.817208
3710|3549||1|240714.421088
3711|3555||1|186112.964587
3713|3547||1|109670.925486
3714|3563||1|644141.182546
3715|3561||1|305144.139759
3716|3553||1|189389.051977
3717|3564||1|426203.369029
3718|3552||1|82526.201397
3719|3559||1|312476.335346
3720|3548||1|138843.703674
3721|3558||1|163336.357018
3722|3562||1|240714.421088
3723|3577||1|456312.172185
3724|3560||1|318404.493481
3725|3568||1|259746.928782
3726|3570||1|330884.826395
3727|3567||1|395626.553389
3728|3578||1|640397.082674
3729|3566||1|244770.529284
3730|3569||1|290791.756908
3731|3571||1|202805.40986
3732|3565||1|309356.252118
3733|3576||1|430103.473066
3734|3581||1|404830.798913
3735|3573||1|309512.256279
3736|3575||1|333536.897139
3737|3572||1|76286.03494
3738|3574||1|221369.90507
3739|3602||1|826978.059745
3740|3588||1|937273.001878
3741|3579||1|155536.148947
3742|3585||1|289543.723616
3743|3580||1|155536.148947
3745|3583||1|161776.315404
3746|3584||1|154756.12814
3747|3587||1|229014.10898
3748|3582||1|117939.146042
3749|3586||1|364269.716941
3750|3594||1|344613.192601
3751|3589||1|893279.828353
3752|3590||1|205925.493089
3753|3592||1|232914.213016
3754|3598||1|537122.327806
3755|3591||1|276127.365733
3756|3595||1|305144.139759
3757|3601||1|203897.438991
3758|3599||1|213413.692838
3759|3593||1|168016.481861
3760|3597||1|170980.560928
3761|3600||1|292351.798521
3762|3596||1|173788.635834
3764|3607||1|411226.969532
3765|3608||1|386266.303702
3766|3603||1|102806.742383
3767|3610||1|285487.615419
3770|3621||1|436031.631198
3772|3611||1|270355.21176
3773|3604||1|196253.23508
3774|3609||1|216065.763582
3775|3605||1|171604.577574
3776|3606||1|164116.377825
3777|3618||1|303272.089822
3778|3612||1|401554.711523
3779|3616||1|347889.279991
3780|3615||1|582051.526299
3781|3614||1|422927.28164
3782|3628||1|277219.394863
3783|3613||1|334628.92627
3784|3624||1|369729.86259
3785|3619||1|220277.875941
3786|3620||1|121683.245916
3787|3622||1|195473.214273
3788|3630||1|374409.987434
3789|3617||1|201869.384891
3790|3623||1|178000.748193
3791|3625||1|304208.11479
3792|3626||1|270043.203436
3793|3627||1|426671.381514
3794|3632||1|188765.035332
3795|3629||1|271603.245052
3797|3631||1|280183.47393
3798|3633||1|297499.935849
3799|3638||1|176128.698256
3800|3637||1|238530.362827
3801|3634||1|431351.506356
3802|3635||1|217625.805196
3803|3636||1|559742.931215
3804|3641||1|508417.562103
3805|3653||1|787353.002742
3806|3639||1|194069.17682
3807|3640||1|232914.213016
3808|3645||1|203117.418183
3809|3643||1|163336.357018
3810|3642||1|106082.829773
3811|3657||1|713095.021902
3812|3648||1|205301.476443
3813|3644||1|212321.663707
3814|3646||1|336344.972046
3815|3661||1|322460.601678
3816|3649||1|301712.048207
3817|3656||1|460368.280382
3818|3647||1|128547.429019
3819|3650||1|328544.763973
3820|3652||1|144615.857646
3821|3651||1|169732.527637
3822|3671||1|411070.965371
3823|3658||1|406078.832204
3824|3654||1|156316.169754
3825|3668||1|396406.574196
3826|3660||1|295783.890073
3827|3666||1|210761.622093
3828|3662||1|299839.998271
3829|3655||1|217001.78855
3830|3665||1|331352.838879
3831|3659||1|199841.330793
3832|3664||1|956305.509572
3834|3663||1|229482.121465
3835|3669||1|184864.931296
3836|3670||1|191729.114398
3837|3667||1|250230.674935
3839|3673||1|174724.660802
3840|3672||1|185020.935457
3841|3695||1|588447.696918
3842|3674||1|402022.724007
3843|3675||1|207329.530541
3844|3677||1|438995.710266
3845|3679||1|161152.298758
3846|3676||1|476748.717332
3847|3678||1|270823.224244
3848|3680||1|160060.269627
3849|3682||1|264427.053625
3850|3681||1|106082.829773
3851|3690||1|388762.370286
3852|3683||1|1106537.517029
3853|3685||1|536810.319484
3854|3684||1|248046.616674
3855|3686||1|353349.425641
3856|3694||1|578463.430586
3857|3688||1|107018.854742
3858|3703||1|342117.126018
3859|3687||1|204677.459797
3860|3691||1|341181.10105
3861|3689||1|892655.811708
3863|3693||1|131355.503925
3864|3692||1|269887.199275
3865|3699||1|295783.890073
3866|3696||1|574563.32655
3867|3698||1|373785.970788
3868|3701||1|128235.420696
3869|3697||1|333380.892978
3870|3700||1|251322.704065
3871|3702||1|410290.944563
3872|3704||1|214817.73029
3873|3705||1|360057.604583
3874|3706||1|275815.357409
3875|3707||1|127299.395728
3876|3708||1|201401.372407
3877|3709||1|88610.363693
3878|3711||1|228078.084012
3879|3710||1|208889.572156
3880|3714||1|334472.922107
3881|3713||1|263647.032819
3882|3712||1|165208.406955
3883|3719||1|333848.905462
3884|3715||1|343053.150987
3885|3718||1|125427.34579
3886|3716||1|405298.811398
3887|3717||1|89858.396984
3888|3720||1|125271.341629
3889|3721||1|208889.572156
3890|3722||1|303896.106466
3892|3723||1|116379.104428
3893|3725||1|200309.343277
3895|3729||1|432287.531325
3896|3724||1|251010.695743
3897|3727||1|817461.805897
3898|3726||1|352881.413157
3899|3728||1|163024.348695
3903|3732||1|307640.206342
3904|3730||1|69733.86016
3905|3734||1|234630.258793
3906|3731||1|262086.991204
3907|3733||1|162400.33205
3908|3739||1|775652.690634
3909|3735||1|104678.79232
3910|3747||1|737899.683568
3911|3737||1|879239.453825
3912|3743||1|477528.73814
3913|3736||1|217781.809358
3914|3738||1|147267.928391
3915|3740||1|122931.279208
3916|3745||1|288451.694486
3917|3741||1|496873.254156
3918|3742||1|298123.952494
3919|3744||1|183616.898004
3920|3746||1|224801.996622
3921|3757||1|813873.710188
3922|3748||1|305144.139759
3923|3749||1|348981.30912
3924|3750||1|126207.366598
3925|3751||1|478620.76727
3926|3752||1|252726.741518
3928|3768||1|771284.574114
3929|3753||1|140403.745288
3930|3755||1|269887.199275
3931|3761||1|357561.537999
3932|3754||1|140247.741126
3933|3758||1|198749.301663
3934|3756||1|237906.346182
3935|3762||1|241026.429411
3936|3760||1|488293.025279
3937|3763||1|124491.320822
3938|3764||1|482520.871306
3939|3759||1|242586.471025
3940|3766||1|410134.940402
3941|3767||1|121215.233432
3942|3765||1|227142.059044
3943|3769||1|77066.055747
3944|3770||1|152572.06988
3945|3773||1|284863.598772
3946|3771||1|238842.371151
3947|3774||1|254286.783133
3948|3783||1|595311.88002
3949|3775||1|466140.434355
3950|3772||1|287047.657032
3951|3779||1|283615.565481
3952|3781||1|212165.659546
3953|3776||1|241962.454379
3954|3780||1|198281.289179
3955|3777||1|279871.465607
3956|3782||1|228390.092335
3957|3784||1|137127.657897
3958|3785||1|185644.952103
3959|3778||1|160060.269628
3960|3787||1|357717.542161
3961|3786||1|147423.932552
3962|3788||1|184864.931295
3963|3789||1|292195.79436
3966|3791||1|238686.366989
3967|3790||1|276907.38654
3968|3797||1|152416.065718
3969|3792||1|290323.744423
3970|3795||1|346641.246699
3971|3794||1|223553.963331
3972|3793||1|290323.744423
3973|3799||1|180028.802292
3974|3796||1|41341.102779
3975|3798||1|221525.909232
3976|3800||1|388762.370286
3977|3801||1|183772.902165
3978|3802||1|343833.171794
3979|3805||1|264271.049464
3980|3803||1|123243.28753
3981|3804||1|130107.470633
3982|3806||1|154912.132301
3983|3824||1|431195.502195
3984|3807||1|169420.519314
3985|3812||1|253662.766487
3986|3808||1|124647.324983
3987|3815||1|342585.138502
3988|3809||1|207953.547187
3989|3816||1|326204.701551
3990|3813||1|239778.396119
3991|3814||1|388138.35364
3992|3811||1|196253.23508
3993|3810||1|272071.257536
3995|3825||1|244926.533446
3996|3817||1|195941.226757
3997|3818||1|313100.351992
3998|3819||1|151636.044911
3999|3822||1|615436.416844
4000|3821||1|270043.203437
4001|3820||1|594063.84673
4002|3823||1|555686.823017
4003|3830||1|389698.395254
4004|3826||1|354129.446447
4007|3835||1|479088.779754
4008|3828||1|298435.960817
4009|3829||1|494533.191737
4010|3831||1|238218.354505
4012|3827||1|224645.992461
4013|3836||1|254442.787293
4014|3834||1|235410.279599
4015|3837||1|329948.801427
4016|3833||1|229950.133949
4017|3832||1|230886.158918
4018|3842||1|190169.072784
4019|3838||1|178312.756515
4021|3841||1|204989.46812
4022|3850||1|161152.298758
4023|3839||1|509197.582911
4024|3844||1|734623.596178
4025|3848||1|139467.720319
4026|3840||1|319028.510127
4027|3845||1|654125.448879
4028|3846||1|276439.374056
4029|3843||1|101402.70493
4030|3853||1|429167.448096
4031|3849||1|284551.59045
4032|3852||1|275815.35741
4033|3847||1|347733.275829
4034|3851||1|258186.887168
4035|3859||1|342273.130179
4036|3854||1|220745.888425
4037|3856||1|585639.622012
4038|3855||1|154912.132301
4039|3858||1|382210.195506
4040|3857||1|53821.435693
4041|3860||1|653813.440557
4042|3862||1|758492.232878
4043|3861||1|506545.512166
4044|3898||1|594219.85089
4045|3863||1|290947.761069
4046|3896||1|451320.039019
4047|3868||1|319496.52261
4048|3866||1|268171.1535
4049|3865||1|253662.766487
4050|3889||1|275035.336603
4051|3864||1|591567.780146
4052|3867||1|308420.227149
4053|3880||1|279091.4448
4054|3873||1|219029.842649
4055|3872||1|157096.190561
4056|3869||1|347265.263345
4057|3901||1|313724.368637
4058|3883||1|327920.747328
4059|3891||1|173632.631673
4060|3871||1|183304.889681
4061|3877||1|161308.302919
4062|3878||1|310760.28957
4063|3870||1|300620.019078
4064|3874||1|265519.082756
4065|3907||1|327296.730682
4066|3875||1|388762.370286
4067|3881||1|596871.921636
4068|3876||1|170044.53596
4069|3879||1|393442.495129
4070|3882||1|758336.228715
4071|3885||1|144459.853485
4072|3895||1|269419.186791
4073|3884||1|663797.706888
4074|3886||1|226986.054882
4075|3892||1|295627.885912
4076|3890||1|69421.851837
4077|3894||1|106394.838096
4078|3888||1|371133.900044
4079|3909||1|345237.209247
4080|3887||1|221525.909232
4081|3903||1|132759.541378
4082|3893||1|984230.254467
4084|3915||1|431351.506356
4088|3899||1|36816.982098
4090|3897||1|241182.433572
4091|3902||1|336032.963722
4092|3913||1|353505.429802
4093|3920||1|185644.952103
4094|3916||1|235878.292083
4095|3918||1|277375.399025
4096|3905||1|326516.709875
4097|3917||1|329948.801426
4098|3900||1|222773.942523
4099|3911||1|196721.247564
4100|3910||1|218249.821842
4101|3904||1|141651.778579
4102|3906||1|17784.474403
4103|3912||1|139155.711996
4105|3924||1|368013.816815
4106|3922||1|416063.098536
4107|3914||1|436811.652006
4108|3921||1|437747.676974
4109|3908||1|104678.79232
4110|3919||1|301400.039885
4111|3923||1|315128.40609
4112|3926||1|135723.620445
4113|3927||1|280651.486414
4114|3928||1|171760.581735
4115|3929||1|151324.036588
4116|3925||1|178156.752354
4118|3931||1|86114.29711
4119|3930||1|152260.061557
4120|3932||1|250854.691581
4121|3934||1|220121.871779
4122|3933||1|113727.033683
4124|3935||1|254442.787294
4125|3936||1|303272.089821
4126|3939||1|268483.161822
4127|3941||1|260526.94959
4128|3938||1|288763.702809
4129|3937||1|302180.060692
4130|3940||1|705294.813828
4131|3942||1|604048.11306
4132|3943||1|216845.784389
4133|3945||1|490633.0877
4134|3947||1|167080.456892
4135|3946||1|369261.850107
4136|3944||1|174724.660803
4137|3948||1|499837.333225
4138|3950||1|239934.400281
4139|3955||1|567699.143447
4140|3949||1|211541.6429
4141|3953||1|550850.694011
4142|3951||1|330572.818072
4143|3956||1|138687.699512
4144|3952||1|227766.075689
4147|3954||1|566295.105994
4148|3957||1|229638.125626
4149|3958||1|310916.293732
4151|3959||1|303428.093982
4152|3960||1|610132.275356
4153|3961||1|626668.716467
4154|3963||1|393130.486806
4155|3962||1|156628.178077
4156|3966||1|201713.380731
4157|3965||1|284863.598773
4158|3964||1|182992.881359
4159|3967||1|240402.412765
4160|3968||1|299839.99827
4161|3969||1|280183.47393
4162|3970||1|657245.532107
4163|3972||1|591879.788468
4164|3971||1|177688.73987
4165|3974||1|207485.534703
4166|3973||1|424487.323254
4167|3975||1|494221.183413
4168|3978||1|665513.752664
4169|3976||1|234786.262953
4170|3980||1|679866.135515
4171|3977||1|151636.044911
4172|3981||1|330572.818072
4173|3979||1|138843.703673
4175|3982||1|189857.064461
4176|3985||1|212789.676192
4177|3983||1|363957.708618
4178|3984||1|367077.791847
4179|3986||1|267703.141015
4180|3987||1|331664.847202
4181|3990||1|296095.898396
4182|3989||1|106238.833934
4183|3988||1|172852.610866
4184|3991||1|282523.536351
4185|3992||1|173008.615027
4186|3995||1|283303.557159
4187|3996||1|200933.359922
4188|3993||1|222149.925878
4189|3994||1|197501.268372
4190|3997||1|283303.557158
4191|4001||1|432287.531325
4192|3998||1|196409.239241
4193|3999||1|280963.494737
4194|4000||1|252726.741518
4196|4003||1|420743.223379
4197|4002||1|396094.565873
4198|4005||1|404674.79475
4199|4004||1|306860.185534
4200|4006||1|479400.788078
4201|4007||1|165832.423601
4202|4008||1|394378.520098
4203|4009||1|223397.959169
4204|4010||1|191105.097752
4205|4011||1|241494.441895
4206|4012||1|231510.175563
4208|4013||1|166612.444408
4209|4014||1|235254.275438
4211|4015||1|262398.999527
4212|4016||1|279715.461445
4213|4017||1|271447.24089
4214|4019||1|317936.480997
4215|4018||1|19188.511856
4216|4023||1|474564.659073
4217|4020||1|411694.982017
4218|4022||1|114195.046167
4219|4021||1|247578.604191
4220|4026||1|921516.581572
4221|4024||1|157876.211368
4222|4025||1|144615.857646
4223|4028||1|230418.146434
4224|4029||1|176908.719063
4225|4027||1|266611.111886
4226|4030||1|190169.072785
4227|4031||1|111386.971262
4229|4033||1|370041.870914
4230|4032||1|289699.727777
4231|4035||1|295471.88175
4232|4034||1|139623.724481
4233|4036||1|334940.934592
4234|4038||1|307796.210503
4235|4037||1|37284.994582
4236|4039||1|520741.890857
4237|4044||1|297967.948333
4238|4040||1|40405.077811
4239|4041||1|296719.915042
4240|4042||1|179716.793968
4241|4043||1|467700.47597
4242|4045||1|166612.444408
4243|4046||1|682986.218745
4244|4047||1|95942.55928
4245|4048||1|705138.809668
4246|4049||1|189077.043655
4247|4050||1|219653.859295
4248|4051||1|541958.456811
4249|4052||1|139779.728642
4250|4053||1|204521.455636
4251|4054||1|419495.190088
4252|4055||1|149295.982489
4253|4056||1|174100.644157
4254|4057||1|134163.578831
4255|4058||1|433379.560455
4256|4059||1|277687.407347
4257|4061||1|347889.279991
4258|4064||1|390322.4119
4259|4060||1|96410.571764
4260|4063||1|578151.422263
4262|4062||1|112166.992069
4263|4067||1|366765.783524
4264|4065||1|216221.767743
4265|4066||1|241338.437734
4266|4068||1|212165.659546
4267|4063||1|3432.091551
4269|1||2|1295458.556524
4270|2||2|1660664.298432
4271|3||2|812625.676893
4272|4||2|2821647.267801
4273|4||2|468.012484
4274|5||2|3282327.556505
4275|7||2|1097021.263183
4276|6||2|387982.349479
4277|8||2|419339.185926
4278|11||2|1241013.104182
4279|9||2|482988.883791
4280|10||2|996554.583221
4281|12||2|1865029.749908
4282|13||2|2683427.580769
4284|14||2|582207.530461
4285|21||2|1605906.837771
4286|15||2|1101389.379703
4287|16||2|3497301.290959
4288|22||2|1805124.151916
4289|17||2|1136958.328507
4290|18||2|681738.185453
4291|19||2|1206692.188669
4292|20||2|2356286.854249
4293|23||2|1659884.277624
4294|24||2|3328660.792452
4295|26||2|586419.642819
4296|25||2|1172215.268992
4297|27||2|556154.835501
4298|28||2|3993862.536793
4299|30||2|1306690.856146
4300|29||2|1107629.54616
4301|32||2|487513.004472
4302|31||2|512317.666139
4303|36||2|1076272.70971
4304|33||2|1080172.813748
4305|35||2|458964.24293
4306|34||2|782516.873737
4307|40||2|2397159.944549
4308|39||2|392818.478483
4309|37||2|401398.707362
4310|38||2|3220861.916904
4311|41||2|1906838.86517
4313|46||2|2701836.07182
4314|42||2|304520.123113
4315|43||2|493129.154284
4316|44||2|1580478.159457
4317|45||2|650381.349006
4318|47||2|2265804.440622
4319|49||2|637120.995284
4320|50||2|1275178.015538
4321|48||2|1013871.045139
4322|51||2|621676.583303
4323|54||2|1416517.785793
4324|52||2|2283588.915025
4325|53||2|864107.050167
4326|56||2|1626187.378756
4327|55||2|407794.877981
4328|57||2|1761442.986716
4329|58||2|471912.588329
4330|61||2|459432.255414
4331|59||2|458184.222123
4332|60||2|605920.162997
4333|62||2|588759.70524
4334|63||2|1510588.295137
4335|64||2|1885154.28673
4336|65||2|895775.894935
4337|66||2|771440.578275
4338|67||2|813717.706023
4339|68||2|861610.983582
4340|69||2|532130.19464
4341|70||2|1816356.45154
4342|71||2|1281418.181993
4343|72||2|568167.155931
4344|73||2|1716201.779902
4345|76||2|1666904.464888
4346|74||2|751472.045613
4347|75||2|469572.525907
4348|77||2|1356300.179481
4349|78||2|627760.745598
4350|79||2|579087.447231
4352|80||2|1189687.735073
4353|81||2|1585470.292625
4354|83||2|930564.822935
4356|82||2|1471899.263101
4357|85||2|1749742.674609
4358|84||2|4681528.880381
4359|86||2|1961128.313349
4360|87||2|1704657.471955
4361|88||2|458808.238768
4362|89||2|571287.23916
4363|90||2|2289361.069
4364|91||2|2683427.58077
4365|92||2|216533.776066
4366|93||2|1127286.070501
4367|94||2|360837.625389
4368|95||2|325268.676584
4369|96||2|249450.654128
4370|97||2|227142.059043
4371|98||2|1219952.542392
4372|99||2|580023.472199
4373|100||2|1070500.55574
4374|102||2|1366596.454136
4375|101||2|543518.498425
4376|104||2|1973920.654585
4377|103||2|947257.268209
4378|105||2|2180158.155995
4379|106||2|1469715.20484
4380|107||2|262867.012011
4381|108||2|1945527.897205
4382|109||2|1840693.100724
4383|110||2|687354.335264
4384|111||2|799209.319011
4385|112||2|1370496.558169
4386|113||2|2440217.093101
4387|114||2|1724470.000456
4388|115||2|537746.344452
4389|116||2|516373.774337
4390|118||2|1791863.798195
4391|117||2|2966263.125446
4392|119||2|1847089.271343
4393|120||2|1322135.268127
4394|121||2|504673.46223
4395|122||2|1705281.488602
4396|126||2|680490.15216
4397|123||2|1485471.625147
4398|124||2|1414801.740016
4399|125||2|266611.111885
4400|130||2|1758322.903489
4401|127||2|852874.750543
4403|128||2|644141.182548
4404|129||2|1356300.17948
4405|131||2|955057.476279
4406|132||2|5601797.428662
4407|133||2|314504.389445
4408|134||2|4412109.693589
4409|135||2|331352.838879
4410|137||2|855994.833771
4411|136||2|780956.832123
4412|138||2|379402.120599
4413|139||2|685794.29365
4414|140||2|298123.952494
4415|142||2|1550057.347979
4416|141||2|512005.657816
4417|144||2|996866.591543
4418|143||2|1760662.96591
4419|145||2|663953.71105
4420|146||2|482364.867145
4421|147||2|539930.402712
4422|148||2|784388.923674
4423|149||2|308888.239633
4424|150||2|455220.143055
4425|152||2|633376.89541
4426|151||2|300152.006593
4427|154||2|265207.074432
4428|153||2|569883.201707
4429|155||2|386890.320348
4430|156||2|656465.511301
4431|157||2|459744.263737
4432|158||2|881423.512084
4433|159||2|1090157.080079
4434|162||2|2189206.39736
4435|161||2|1402321.407102
4436|163||2|1473927.317199
4437|160||2|1031967.527866
4438|167||2|1978600.779426
4439|176||2|4451110.733947
4440|168||2|2735844.979015
4441|166||2|1801848.064527
4442|177||2|2679683.480898
4443|171||2|1340387.755013
4444|165||2|536342.306999
4445|164||2|3026636.73592
4446|173||2|1828992.788615
4447|170||2|901548.048909
4448|174||2|895619.890774
4449|179||2|1692177.139041
4450|182||2|1682348.87687
4451|172||2|511693.649493
4452|183||2|2314789.747313
4453|169||2|352725.408996
4454|178||2|921048.569085
4456|175||2|740707.758473
4457|184||2|2215415.09648
4458|180||2|793437.165037
4459|185||2|1331027.505328
4460|187||2|1852393.41283
4461|181||2|415751.090214
4462|186||2|427607.406482
4463|188||2|1166755.123342
4464|189||2|813873.710186
4465|190||2|1165039.077566
4466|193||2|5224891.37464
4467|191||2|347733.275829
4468|192||2|415439.08189
4469|196||2|1457390.876086
4470|194||2|1002170.733033
4471|197||2|764888.403495
4472|195||2|345393.213408
4474|198||2|703734.772214
4475|200||2|1784063.590125
4476|202||2|285175.607096
4477|201||2|247578.604191
4478|199||2|308888.239632
4480|204||2|292195.794361
4481|203||2|728383.42972
4482|205||2|589695.730208
4483|207||2|587199.663625
4484|206||2|922140.598217
4485|209||2|280027.469769
4486|208||2|256938.853877
4487|210||2|636028.966153
4488|211||2|603268.092254
4489|212||2|289075.711132
4490|213||2|529322.119735
4491|214||2|263023.016172
4492|215||2|645389.21584
4493|217||2|429167.448096
4494|216||2|209045.576317
4495|218||2|1026975.3947
4496|219||2|499993.337386
4497|221||2|396874.58668
4498|220||2|502021.391485
4499|222||2|364425.721102
4500|224||2|627760.745598
4501|225||2|257406.866362
4502|223||2|356157.500547
4503|226||2|557090.86047
4504|227||2|1071124.572386
4505|228||2|436811.652006
4506|230||2|849754.667314
4507|233||2|348513.296636
4508|234||2|375658.020726
4509|231||2|1205756.1637
4510|229||2|905136.144622
4511|232||2|982358.204529
4512|235||2|538838.373582
4513|237||2|661925.65695
4514|243||2|448667.968275
4515|241||2|485796.958695
4516|236||2|491569.112668
4517|239||2|626980.724791
4519|238||2|699210.651533
4520|240||2|422459.269155
4521|246||2|759584.262008
4522|244||2|381742.183021
4523|242||2|440867.760204
4524|245||2|1033683.573641
4525|250||2|588447.696918
4526|249||2|621520.579139
4527|251||2|407794.87798
4528|248||2|326360.705714
4529|247||2|713407.030223
4531|252||2|947257.26821
4532|253||2|748507.966545
4533|254||2|1535392.956803
4534|257||2|1182667.547808
4535|255||2|460524.284544
4536|256||2|1184695.601907
4537|259||2|553658.768919
4538|258||2|941173.105913
4539|263||2|1183447.568614
4540|266||2|759116.249524
4541|265||2|254130.778971
4542|260||2|670193.877507
4543|261||2|519337.853403
4544|264||2|966913.792549
4545|262||2|311228.302056
4546|267||2|741487.779282
4547|268||2|751628.049772
4548|269||2|760676.291137
4549|270||2|1221980.596489
4550|273||2|918552.502505
4551|272||2|726199.371461
4552|271||2|1090937.100886
4555|275||2|1036959.66103
4556|276||2|649445.324038
4557|274||2|680958.164647
4558|277||2|839302.388498
4560|278||2|423551.298285
4561|284||2|1342727.817436
4562|279||2|748351.962383
4563|287||2|551942.723142
4564|286||2|306080.164727
4565|283||2|307484.20218
4566|285||2|442583.805979
4567|280||2|338997.042789
4568|281||2|365361.746071
4569|282||2|2227271.412749
4570|291||2|914652.398468
4571|293||2|680646.156323
4572|295||2|680958.164646
4573|288||2|659897.602851
4574|289||2|773780.640698
4575|292||2|829630.13049
4576|294||2|424643.327416
4577|290||2|576279.372326
4578|296||2|810909.631118
4579|299||2|501553.379
4580|300||2|1108877.579451
4581|297||2|399058.644941
4582|298||2|1078768.776295
4583|302||2|1332743.551104
4584|304||2|1109969.608582
4585|309||2|781268.840446
4586|305||2|429635.46058
4587|301||2|734467.592017
4590|310||2|906384.177914
4591|303||2|519025.84508
4593|302||2|936.024969
4594|308||2|762548.341074
4595|307||2|444923.8684
4596|314||2|2072203.276286
4597|311||2|261618.97872
4598|306||2|468012.484292
4599|315||2|448199.95579
4600|323||2|1095305.217407
4601|317||2|597027.925796
4602|313||2|374877.999919
4603|321||2|1106381.512867
4604|312||2|646481.244971
4605|318||2|225738.021591
4606|322||2|862703.012712
4608|319||2|337905.013659
4609|320||2|459120.247092
4610|316||2|411694.982016
4611|329||2|1034307.590286
4612|328||2|671753.919122
4613|330||2|769724.5325
4614|326||2|772688.611566
4615|324||2|457248.197155
4616|327||2|506545.512166
4617|332||2|833686.238689
4618|325||2|195785.222596
4620|331||2|352569.404834
4623|333||2|198437.29334
4624|334||2|407638.873819
4625|337||2|362085.658681
4626|350||2|2418688.518825
4627|336||2|762860.349396
4628|339||2|562395.00196
4629|335||2|257718.874684
4630|338||2|868163.158363
4631|342||2|433847.572939
4632|340||2|479868.800562
4633|344||2|595311.88002
4634|341||2|527450.069798
4635|343||2|317780.476835
4636|345||2|263179.020334
4637|352||2|1326347.380484
4638|348||2|432131.527163
4639|349||2|302492.069014
4640|347||2|272695.274181
4641|346||2|350541.350735
4642|354||2|508105.553781
4643|351||2|307172.193857
4644|353||2|713563.034385
4645|357||2|645233.211678
4647|355||2|780332.815477
4648|358||2|388606.366125
4651|356||2|2024934.015373
4652|359||2|439307.718589
4653|360||2|623704.637401
4654|361||2|909504.261142
4655|363||2|1256301.512004
4656|362||2|358029.550483
4657|364||2|376282.037371
4658|365||2|1311994.997633
4659|366||2|210917.626254
4660|369||2|2177038.072768
4661|367||2|472224.596651
4662|368||2|1129314.124599
4663|371||2|1082356.872007
4664|370||2|381586.17886
4665|376||2|734779.600339
4666|378||2|744451.858349
4667|373||2|801081.368948
4668|372||2|302024.05653
4669|374||2|1229156.787915
4670|375||2|522769.944955
4671|379||2|390478.416061
4672|377||2|1009190.920296
4673|380||2|491569.112669
4674|382||2|544298.519232
4675|381||2|1259421.595233
4676|383||2|378466.095631
4677|384||2|794685.198329
4678|389||2|1126038.037209
4679|387||2|529790.13222
4680|385||2|1541945.131581
4681|390||2|510913.628686
4682|386||2|910752.294434
4683|388||2|286891.652871
4684|391||2|716215.10513
4685|392||2|618556.500074
4686|395||2|1312775.018442
4687|393||2|853654.771349
4688|394||2|1425098.01467
4690|397||2|297343.931687
4691|396||2|405610.819721
4692|402||2|1194679.868238
4693|398||2|623704.637401
4694|399||2|304052.110629
4695|406||2|730411.48382
4696|403||2|593907.842567
4697|401||2|399058.64494
4698|400||2|352881.413157
4699|407||2|413255.02363
4700|404||2|1618075.162362
4701|411||2|925104.677285
4702|405||2|310916.293732
4703|409||2|1599822.675476
4704|408||2|772220.599083
4705|410||2|544922.535878
4707|417||2|1149594.665585
4708|413||2|1256925.528649
4709|414||2|562707.010281
4710|412||2|543518.498425
4711|421||2|1247253.27064
4712|418||2|789693.065163
4713|419||2|1238829.045923
4714|416||2|424019.310769
4715|415||2|327920.747328
4716|420||2|786572.981935
4718|423||2|501397.374839
4719|424||2|430571.485549
4720|422||2|452412.06815
4721|426||2|921048.569088
4722|429||2|1404817.473686
4723|434||2|634156.916216
4724|425||2|1024947.340601
4725|431||2|716059.100969
4726|433||2|493441.162606
4727|435||2|319184.514288
4728|427||2|672377.935768
4729|428||2|790161.077648
4730|430||2|447887.947468
4731|432||2|897647.944873
4732|437||2|531974.190479
4733|439||2|604048.113061
4734|442||2|450540.018212
4735|436||2|792345.135908
4736|441||2|295315.877589
4737|446||2|442271.797657
4738|438||2|307016.189696
4739|451||2|725731.358977
4740|440||2|820113.876642
4741|445||2|423707.302446
4744|444||2|540554.419358
4745|450||2|916680.452569
4746|443||2|408574.898787
4747|448||2|599992.004863
4748|454||2|886571.649413
4749|447||2|1638979.719994
4750|449||2|658805.573722
4751|453||2|583611.567913
4754|457||2|790629.090133
4755|452||2|503737.43726
4756|455||2|1238517.0376
4758|456||2|982826.217015
4759|460||2|751316.041452
